=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     df_meteo_cluster-weka.filters.unsupervised.attribute.Remove-R1,4,12,14-15
Instances:    144908
Attributes:   10
              HORA
              CLASE SINIESTRO
              TIPO LUGAR
              GRAVEDAD
              TIPO PERSONA
              SEXO
              PERSONAS IMPLICADAS
              DIA_SEMANA
              LLUVIA
              Cluster
Test mode:    split 80.0% train, remainder test

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 19.18 seconds


=== Classifier model for training split (115926 instances) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
=== Predictions on test split ===

inst#,actual,predicted,error,prediction
8040,1:'Solo Da̱os',1:Solo Da̱os,,0.936
8041,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8042,1:'Solo Da̱os',1:Solo Da̱os,,0.916
8043,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8044,1:'Solo Da̱os',1:Solo Da̱os,,0.942
8045,2:'Con Heridos',1:Solo Da̱os,+,0.855
8046,1:'Solo Da̱os',1:Solo Da̱os,,0.976
8047,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8048,1:'Solo Da̱os',1:Solo Da̱os,,0.93
8049,1:'Solo Da̱os',1:Solo Da̱os,,0.955
8050,1:'Solo Da̱os',1:Solo Da̱os,,0.578
8051,2:'Con Heridos',2:Con Heridos,,0.545
8052,1:'Solo Da̱os',1:Solo Da̱os,,0.942
8053,2:'Con Heridos',1:Solo Da̱os,+,0.845
8054,1:'Solo Da̱os',1:Solo Da̱os,,0.944
8055,1:'Solo Da̱os',1:Solo Da̱os,,0.99
8056,1:'Solo Da̱os',1:Solo Da̱os,,0.923
8057,2:'Con Heridos',1:Solo Da̱os,+,0.779
8058,1:'Solo Da̱os',1:Solo Da̱os,,0.926
8059,1:'Solo Da̱os',1:Solo Da̱os,,0.904
8060,2:'Con Heridos',2:Con Heridos,,0.875
8061,1:'Solo Da̱os',1:Solo Da̱os,,0.96
8062,2:'Con Heridos',1:Solo Da̱os,+,0.653
8063,2:'Con Heridos',2:Con Heridos,,0.79
8064,2:'Con Heridos',1:Solo Da̱os,+,0.875
8065,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8066,1:'Solo Da̱os',1:Solo Da̱os,,0.965
8067,1:'Solo Da̱os',1:Solo Da̱os,,0.892
8068,1:'Solo Da̱os',1:Solo Da̱os,,0.775
8069,1:'Solo Da̱os',1:Solo Da̱os,,0.941
8070,2:'Con Heridos',1:Solo Da̱os,+,0.927
8071,2:'Con Heridos',1:Solo Da̱os,+,0.517
8072,2:'Con Heridos',2:Con Heridos,,1
8073,1:'Solo Da̱os',1:Solo Da̱os,,1
8074,2:'Con Heridos',2:Con Heridos,,0.475
8075,2:'Con Heridos',2:Con Heridos,,1
8076,1:'Solo Da̱os',1:Solo Da̱os,,0.725
8077,1:'Solo Da̱os',1:Solo Da̱os,,0.926
8078,1:'Solo Da̱os',1:Solo Da̱os,,0.875
8079,1:'Solo Da̱os',1:Solo Da̱os,,0.864
8080,1:'Solo Da̱os',1:Solo Da̱os,,0.93
8081,1:'Solo Da̱os',2:Con Heridos,+,0.57
8082,1:'Solo Da̱os',1:Solo Da̱os,,0.947
8083,1:'Solo Da̱os',1:Solo Da̱os,,0.943
8084,2:'Con Heridos',2:Con Heridos,,0.99
8085,2:'Con Heridos',2:Con Heridos,,1
8086,1:'Solo Da̱os',1:Solo Da̱os,,0.859
8087,1:'Solo Da̱os',1:Solo Da̱os,,0.819
8088,1:'Solo Da̱os',1:Solo Da̱os,,0.84
8089,2:'Con Heridos',2:Con Heridos,,0.963
8090,2:'Con Heridos',2:Con Heridos,,0.997
8091,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8092,2:'Con Heridos',2:Con Heridos,,1
8093,2:'Con Heridos',1:Solo Da̱os,+,0.9
8094,2:'Con Heridos',2:Con Heridos,,1
8095,3:'Con Muertos',2:Con Heridos,+,0.863
8096,1:'Solo Da̱os',1:Solo Da̱os,,0.804
8097,1:'Solo Da̱os',1:Solo Da̱os,,1
8098,1:'Solo Da̱os',1:Solo Da̱os,,0.934
8099,1:'Solo Da̱os',1:Solo Da̱os,,0.928
8100,1:'Solo Da̱os',1:Solo Da̱os,,0.626
8101,2:'Con Heridos',2:Con Heridos,,1
8102,2:'Con Heridos',2:Con Heridos,,0.512
8103,1:'Solo Da̱os',1:Solo Da̱os,,0.957
8104,1:'Solo Da̱os',1:Solo Da̱os,,0.855
8105,2:'Con Heridos',2:Con Heridos,,0.946
8106,1:'Solo Da̱os',1:Solo Da̱os,,0.92
8107,1:'Solo Da̱os',1:Solo Da̱os,,0.949
8108,2:'Con Heridos',1:Solo Da̱os,+,0.94
8109,2:'Con Heridos',2:Con Heridos,,0.512
8110,1:'Solo Da̱os',1:Solo Da̱os,,0.965
8111,2:'Con Heridos',2:Con Heridos,,1
8112,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8113,2:'Con Heridos',2:Con Heridos,,0.549
8114,1:'Solo Da̱os',1:Solo Da̱os,,0.826
8115,1:'Solo Da̱os',1:Solo Da̱os,,0.733
8116,2:'Con Heridos',2:Con Heridos,,1
8117,1:'Solo Da̱os',1:Solo Da̱os,,0.787
8118,1:'Solo Da̱os',2:Con Heridos,+,0.603
8119,1:'Solo Da̱os',1:Solo Da̱os,,0.706
8120,1:'Solo Da̱os',1:Solo Da̱os,,0.536
8121,2:'Con Heridos',2:Con Heridos,,0.767
8122,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8123,2:'Con Heridos',1:Solo Da̱os,+,0.638
8124,2:'Con Heridos',2:Con Heridos,,0.973
8125,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8126,1:'Solo Da̱os',1:Solo Da̱os,,0.9
8127,1:'Solo Da̱os',1:Solo Da̱os,,0.943
8128,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8129,1:'Solo Da̱os',1:Solo Da̱os,,0.934
8130,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8131,1:'Solo Da̱os',1:Solo Da̱os,,1
8132,1:'Solo Da̱os',2:Con Heridos,+,0.639
8133,1:'Solo Da̱os',1:Solo Da̱os,,0.955
8134,1:'Solo Da̱os',1:Solo Da̱os,,0.795
8135,1:'Solo Da̱os',1:Solo Da̱os,,0.784
8136,1:'Solo Da̱os',1:Solo Da̱os,,0.917
8137,1:'Solo Da̱os',1:Solo Da̱os,,0.553
8138,1:'Solo Da̱os',1:Solo Da̱os,,0.922
8139,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8140,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8141,1:'Solo Da̱os',1:Solo Da̱os,,0.966
8142,2:'Con Heridos',2:Con Heridos,,0.775
8143,1:'Solo Da̱os',2:Con Heridos,+,0.927
8144,2:'Con Heridos',2:Con Heridos,,1
8145,1:'Solo Da̱os',2:Con Heridos,+,0.985
8146,1:'Solo Da̱os',1:Solo Da̱os,,0.939
8147,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8148,2:'Con Heridos',2:Con Heridos,,0.77
8149,2:'Con Heridos',2:Con Heridos,,0.768
8150,1:'Solo Da̱os',1:Solo Da̱os,,0.939
8151,2:'Con Heridos',2:Con Heridos,,0.657
8152,1:'Solo Da̱os',1:Solo Da̱os,,0.934
8153,1:'Solo Da̱os',1:Solo Da̱os,,0.918
8154,1:'Solo Da̱os',1:Solo Da̱os,,0.944
8155,2:'Con Heridos',2:Con Heridos,,1
8156,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8157,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8158,1:'Solo Da̱os',1:Solo Da̱os,,0.634
8159,2:'Con Heridos',2:Con Heridos,,0.78
8160,2:'Con Heridos',1:Solo Da̱os,+,0.929
8161,2:'Con Heridos',1:Solo Da̱os,+,0.891
8162,2:'Con Heridos',2:Con Heridos,,1
8163,2:'Con Heridos',1:Solo Da̱os,+,0.999
8164,2:'Con Heridos',1:Solo Da̱os,+,0.908
8165,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8166,1:'Solo Da̱os',1:Solo Da̱os,,0.867
8167,1:'Solo Da̱os',1:Solo Da̱os,,0.915
8168,1:'Solo Da̱os',1:Solo Da̱os,,0.935
8169,1:'Solo Da̱os',1:Solo Da̱os,,0.867
8170,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8171,1:'Solo Da̱os',1:Solo Da̱os,,0.98
8172,2:'Con Heridos',2:Con Heridos,,0.99
8173,2:'Con Heridos',1:Solo Da̱os,+,0.904
8174,1:'Solo Da̱os',1:Solo Da̱os,,0.79
8175,1:'Solo Da̱os',2:Con Heridos,+,0.456
8176,2:'Con Heridos',1:Solo Da̱os,+,0.726
8177,2:'Con Heridos',2:Con Heridos,,0.502
8178,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8179,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8180,1:'Solo Da̱os',1:Solo Da̱os,,0.543
8181,1:'Solo Da̱os',1:Solo Da̱os,,0.875
8182,2:'Con Heridos',2:Con Heridos,,0.771
8183,1:'Solo Da̱os',1:Solo Da̱os,,0.942
8184,1:'Solo Da̱os',1:Solo Da̱os,,0.845
8185,1:'Solo Da̱os',1:Solo Da̱os,,0.9
8186,1:'Solo Da̱os',1:Solo Da̱os,,1
8187,1:'Solo Da̱os',1:Solo Da̱os,,0.643
8188,1:'Solo Da̱os',1:Solo Da̱os,,0.969
8189,1:'Solo Da̱os',1:Solo Da̱os,,0.944
8190,2:'Con Heridos',2:Con Heridos,,1
8191,2:'Con Heridos',1:Solo Da̱os,+,0.94
8192,2:'Con Heridos',2:Con Heridos,,1
8193,2:'Con Heridos',1:Solo Da̱os,+,0.818
8194,1:'Solo Da̱os',1:Solo Da̱os,,0.909
8195,2:'Con Heridos',2:Con Heridos,,1
8196,1:'Solo Da̱os',1:Solo Da̱os,,0.792
8197,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8198,1:'Solo Da̱os',1:Solo Da̱os,,0.901
8199,2:'Con Heridos',1:Solo Da̱os,+,0.882
8200,1:'Solo Da̱os',1:Solo Da̱os,,0.934
8201,1:'Solo Da̱os',1:Solo Da̱os,,0.946
8202,1:'Solo Da̱os',1:Solo Da̱os,,0.91
8203,1:'Solo Da̱os',1:Solo Da̱os,,0.925
8204,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8205,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8206,1:'Solo Da̱os',1:Solo Da̱os,,0.914
8207,1:'Solo Da̱os',1:Solo Da̱os,,0.857
8208,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8209,2:'Con Heridos',1:Solo Da̱os,+,0.856
8210,1:'Solo Da̱os',1:Solo Da̱os,,0.946
8211,1:'Solo Da̱os',1:Solo Da̱os,,0.812
8212,1:'Solo Da̱os',1:Solo Da̱os,,0.96
8213,1:'Solo Da̱os',1:Solo Da̱os,,0.949
8214,2:'Con Heridos',2:Con Heridos,,0.547
8215,2:'Con Heridos',2:Con Heridos,,0.927
8216,1:'Solo Da̱os',1:Solo Da̱os,,0.962
8217,2:'Con Heridos',2:Con Heridos,,0.97
8218,1:'Solo Da̱os',1:Solo Da̱os,,0.955
8219,1:'Solo Da̱os',1:Solo Da̱os,,0.936
8220,2:'Con Heridos',1:Solo Da̱os,+,0.633
8221,2:'Con Heridos',1:Solo Da̱os,+,0.863
8222,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8223,1:'Solo Da̱os',1:Solo Da̱os,,0.888
8224,1:'Solo Da̱os',1:Solo Da̱os,,0.947
8225,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8226,1:'Solo Da̱os',1:Solo Da̱os,,0.677
8227,1:'Solo Da̱os',1:Solo Da̱os,,0.882
8228,2:'Con Heridos',2:Con Heridos,,0.964
8229,3:'Con Muertos',1:Solo Da̱os,+,0.739
8230,1:'Solo Da̱os',1:Solo Da̱os,,0.942
8231,1:'Solo Da̱os',1:Solo Da̱os,,0.941
8232,1:'Solo Da̱os',1:Solo Da̱os,,0.565
8233,1:'Solo Da̱os',2:Con Heridos,+,0.501
8234,2:'Con Heridos',2:Con Heridos,,1
8235,1:'Solo Da̱os',1:Solo Da̱os,,0.628
8236,1:'Solo Da̱os',1:Solo Da̱os,,0.932
8237,2:'Con Heridos',2:Con Heridos,,1
8238,2:'Con Heridos',2:Con Heridos,,0.742
8239,2:'Con Heridos',2:Con Heridos,,1
8240,2:'Con Heridos',1:Solo Da̱os,+,0.916
8241,1:'Solo Da̱os',1:Solo Da̱os,,0.816
8242,1:'Solo Da̱os',1:Solo Da̱os,,0.965
8243,1:'Solo Da̱os',1:Solo Da̱os,,0.934
8244,2:'Con Heridos',2:Con Heridos,,0.499
8245,2:'Con Heridos',1:Solo Da̱os,+,0.523
8246,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8247,1:'Solo Da̱os',1:Solo Da̱os,,0.877
8248,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8249,1:'Solo Da̱os',1:Solo Da̱os,,0.96
8250,2:'Con Heridos',2:Con Heridos,,1
8251,1:'Solo Da̱os',1:Solo Da̱os,,0.918
8252,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8253,1:'Solo Da̱os',1:Solo Da̱os,,0.655
8254,1:'Solo Da̱os',1:Solo Da̱os,,0.943
8255,1:'Solo Da̱os',2:Con Heridos,+,0.499
8256,1:'Solo Da̱os',1:Solo Da̱os,,0.93
8257,1:'Solo Da̱os',1:Solo Da̱os,,0.885
8258,1:'Solo Da̱os',1:Solo Da̱os,,0.536
8259,1:'Solo Da̱os',1:Solo Da̱os,,0.917
8260,1:'Solo Da̱os',1:Solo Da̱os,,0.71
8261,1:'Solo Da̱os',1:Solo Da̱os,,0.864
8262,1:'Solo Da̱os',2:Con Heridos,+,0.878
8263,1:'Solo Da̱os',2:Con Heridos,+,0.561
8264,2:'Con Heridos',1:Solo Da̱os,+,0.864
8265,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8266,1:'Solo Da̱os',1:Solo Da̱os,,0.962
8267,1:'Solo Da̱os',1:Solo Da̱os,,0.912
8268,1:'Solo Da̱os',1:Solo Da̱os,,1
8269,2:'Con Heridos',2:Con Heridos,,0.958
8270,1:'Solo Da̱os',1:Solo Da̱os,,0.962
8271,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8272,2:'Con Heridos',1:Solo Da̱os,+,0.805
8273,2:'Con Heridos',2:Con Heridos,,0.917
8274,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8275,1:'Solo Da̱os',1:Solo Da̱os,,0.75
8276,1:'Solo Da̱os',1:Solo Da̱os,,1
8277,1:'Solo Da̱os',1:Solo Da̱os,,0.818
8278,2:'Con Heridos',2:Con Heridos,,1
8279,1:'Solo Da̱os',1:Solo Da̱os,,0.917
8280,1:'Solo Da̱os',2:Con Heridos,+,0.641
8281,2:'Con Heridos',2:Con Heridos,,0.82
8282,2:'Con Heridos',2:Con Heridos,,0.627
8283,1:'Solo Da̱os',1:Solo Da̱os,,0.805
8284,1:'Solo Da̱os',1:Solo Da̱os,,0.948
8285,1:'Solo Da̱os',1:Solo Da̱os,,0.936
8286,2:'Con Heridos',2:Con Heridos,,1
8287,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8288,1:'Solo Da̱os',1:Solo Da̱os,,0.93
8289,1:'Solo Da̱os',1:Solo Da̱os,,0.971
8290,1:'Solo Da̱os',1:Solo Da̱os,,0.942
8291,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8292,1:'Solo Da̱os',1:Solo Da̱os,,0.929
8293,1:'Solo Da̱os',1:Solo Da̱os,,1
8294,1:'Solo Da̱os',1:Solo Da̱os,,0.882
8295,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8296,1:'Solo Da̱os',1:Solo Da̱os,,0.928
8297,1:'Solo Da̱os',1:Solo Da̱os,,0.865
8298,1:'Solo Da̱os',1:Solo Da̱os,,0.947
8299,1:'Solo Da̱os',1:Solo Da̱os,,0.825
8300,1:'Solo Da̱os',1:Solo Da̱os,,0.918
8301,1:'Solo Da̱os',2:Con Heridos,+,0.709
8302,1:'Solo Da̱os',1:Solo Da̱os,,0.974
8303,2:'Con Heridos',1:Solo Da̱os,+,1
8304,1:'Solo Da̱os',1:Solo Da̱os,,0.962
8305,2:'Con Heridos',1:Solo Da̱os,+,0.926
8306,2:'Con Heridos',2:Con Heridos,,1
8307,1:'Solo Da̱os',1:Solo Da̱os,,0.795
8308,1:'Solo Da̱os',1:Solo Da̱os,,0.839
8309,1:'Solo Da̱os',1:Solo Da̱os,,0.889
8310,2:'Con Heridos',2:Con Heridos,,0.867
8311,1:'Solo Da̱os',1:Solo Da̱os,,0.904
8312,2:'Con Heridos',1:Solo Da̱os,+,0.705
8313,1:'Solo Da̱os',1:Solo Da̱os,,0.934
8314,1:'Solo Da̱os',2:Con Heridos,+,0.502
8315,2:'Con Heridos',2:Con Heridos,,0.759
8316,1:'Solo Da̱os',1:Solo Da̱os,,0.951
8317,1:'Solo Da̱os',1:Solo Da̱os,,0.972
8318,1:'Solo Da̱os',1:Solo Da̱os,,0.525
8319,1:'Solo Da̱os',1:Solo Da̱os,,0.944
8320,2:'Con Heridos',1:Solo Da̱os,+,0.967
8321,2:'Con Heridos',2:Con Heridos,,0.745
8322,1:'Solo Da̱os',1:Solo Da̱os,,0.967
8323,1:'Solo Da̱os',1:Solo Da̱os,,0.955
8324,1:'Solo Da̱os',1:Solo Da̱os,,0.942
8325,1:'Solo Da̱os',1:Solo Da̱os,,0.886
8326,1:'Solo Da̱os',1:Solo Da̱os,,0.653
8327,1:'Solo Da̱os',2:Con Heridos,+,0.476
8328,1:'Solo Da̱os',1:Solo Da̱os,,0.93
8329,1:'Solo Da̱os',1:Solo Da̱os,,0.865
8330,1:'Solo Da̱os',1:Solo Da̱os,,0.957
8331,1:'Solo Da̱os',1:Solo Da̱os,,0.912
8332,1:'Solo Da̱os',1:Solo Da̱os,,0.9
8333,1:'Solo Da̱os',1:Solo Da̱os,,0.758
8334,2:'Con Heridos',2:Con Heridos,,1
8335,2:'Con Heridos',2:Con Heridos,,0.588
8336,2:'Con Heridos',1:Solo Da̱os,+,0.747
8337,1:'Solo Da̱os',1:Solo Da̱os,,0.889
8338,2:'Con Heridos',2:Con Heridos,,0.938
8339,2:'Con Heridos',1:Solo Da̱os,+,0.55
8340,1:'Solo Da̱os',1:Solo Da̱os,,0.876
8341,2:'Con Heridos',2:Con Heridos,,0.955
8342,1:'Solo Da̱os',1:Solo Da̱os,,0.658
8343,2:'Con Heridos',1:Solo Da̱os,+,0.926
8344,1:'Solo Da̱os',1:Solo Da̱os,,0.93
8345,1:'Solo Da̱os',1:Solo Da̱os,,0.922
8346,1:'Solo Da̱os',1:Solo Da̱os,,0.832
8347,2:'Con Heridos',1:Solo Da̱os,+,0.756
8348,1:'Solo Da̱os',1:Solo Da̱os,,0.951
8349,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8350,2:'Con Heridos',1:Solo Da̱os,+,0.662
8351,2:'Con Heridos',1:Solo Da̱os,+,0.856
8352,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8353,2:'Con Heridos',2:Con Heridos,,1
8354,1:'Solo Da̱os',1:Solo Da̱os,,0.82
8355,1:'Solo Da̱os',1:Solo Da̱os,,0.967
8356,1:'Solo Da̱os',1:Solo Da̱os,,0.932
8357,1:'Solo Da̱os',1:Solo Da̱os,,0.638
8358,2:'Con Heridos',2:Con Heridos,,1
8359,1:'Solo Da̱os',1:Solo Da̱os,,0.944
8360,2:'Con Heridos',1:Solo Da̱os,+,0.553
8361,2:'Con Heridos',2:Con Heridos,,0.773
8362,2:'Con Heridos',2:Con Heridos,,0.823
8363,2:'Con Heridos',2:Con Heridos,,1
8364,2:'Con Heridos',2:Con Heridos,,0.994
8365,2:'Con Heridos',2:Con Heridos,,0.838
8366,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8367,1:'Solo Da̱os',1:Solo Da̱os,,0.985
8368,1:'Solo Da̱os',1:Solo Da̱os,,0.934
8369,1:'Solo Da̱os',1:Solo Da̱os,,0.623
8370,1:'Solo Da̱os',1:Solo Da̱os,,0.875
8371,1:'Solo Da̱os',1:Solo Da̱os,,0.698
8372,1:'Solo Da̱os',1:Solo Da̱os,,0.929
8373,1:'Solo Da̱os',1:Solo Da̱os,,0.939
8374,1:'Solo Da̱os',1:Solo Da̱os,,0.996
8375,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8376,2:'Con Heridos',2:Con Heridos,,0.961
8377,2:'Con Heridos',2:Con Heridos,,0.53
8378,1:'Solo Da̱os',2:Con Heridos,+,0.518
8379,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8380,1:'Solo Da̱os',1:Solo Da̱os,,0.839
8381,2:'Con Heridos',2:Con Heridos,,1
8382,1:'Solo Da̱os',1:Solo Da̱os,,0.711
8383,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8384,1:'Solo Da̱os',1:Solo Da̱os,,0.667
8385,1:'Solo Da̱os',1:Solo Da̱os,,0.912
8386,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8387,1:'Solo Da̱os',1:Solo Da̱os,,0.947
8388,1:'Solo Da̱os',1:Solo Da̱os,,0.925
8389,1:'Solo Da̱os',1:Solo Da̱os,,0.85
8390,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8391,1:'Solo Da̱os',1:Solo Da̱os,,0.942
8392,1:'Solo Da̱os',1:Solo Da̱os,,0.882
8393,2:'Con Heridos',2:Con Heridos,,0.71
8394,1:'Solo Da̱os',1:Solo Da̱os,,1
8395,1:'Solo Da̱os',1:Solo Da̱os,,0.839
8396,1:'Solo Da̱os',1:Solo Da̱os,,0.943
8397,2:'Con Heridos',2:Con Heridos,,1
8398,2:'Con Heridos',2:Con Heridos,,0.735
8399,1:'Solo Da̱os',1:Solo Da̱os,,0.951
8400,2:'Con Heridos',1:Solo Da̱os,+,0.721
8401,1:'Solo Da̱os',1:Solo Da̱os,,0.912
8402,2:'Con Heridos',1:Solo Da̱os,+,0.927
8403,1:'Solo Da̱os',1:Solo Da̱os,,0.936
8404,1:'Solo Da̱os',1:Solo Da̱os,,0.92
8405,1:'Solo Da̱os',1:Solo Da̱os,,0.911
8406,1:'Solo Da̱os',1:Solo Da̱os,,0.922
8407,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8408,1:'Solo Da̱os',1:Solo Da̱os,,0.958
8409,2:'Con Heridos',2:Con Heridos,,1
8410,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8411,1:'Solo Da̱os',2:Con Heridos,+,0.598
8412,1:'Solo Da̱os',1:Solo Da̱os,,0.922
8413,2:'Con Heridos',2:Con Heridos,,0.559
8414,1:'Solo Da̱os',1:Solo Da̱os,,0.887
8415,1:'Solo Da̱os',1:Solo Da̱os,,0.933
8416,2:'Con Heridos',2:Con Heridos,,0.577
8417,1:'Solo Da̱os',1:Solo Da̱os,,0.906
8418,1:'Solo Da̱os',1:Solo Da̱os,,0.639
8419,1:'Solo Da̱os',1:Solo Da̱os,,0.951
8420,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8421,1:'Solo Da̱os',1:Solo Da̱os,,0.775
8422,1:'Solo Da̱os',1:Solo Da̱os,,0.965
8423,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8424,2:'Con Heridos',1:Solo Da̱os,+,0.933
8425,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8426,2:'Con Heridos',2:Con Heridos,,0.993
8427,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8428,1:'Solo Da̱os',1:Solo Da̱os,,0.931
8429,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8430,1:'Solo Da̱os',1:Solo Da̱os,,0.975
8431,1:'Solo Da̱os',1:Solo Da̱os,,0.928
8432,1:'Solo Da̱os',1:Solo Da̱os,,0.917
8433,1:'Solo Da̱os',1:Solo Da̱os,,0.927
8434,1:'Solo Da̱os',1:Solo Da̱os,,0.943
8435,1:'Solo Da̱os',1:Solo Da̱os,,0.924
8436,2:'Con Heridos',1:Solo Da̱os,+,0.498
8437,2:'Con Heridos',2:Con Heridos,,0.936
8438,1:'Solo Da̱os',1:Solo Da̱os,,0.92
8439,2:'Con Heridos',2:Con Heridos,,0.501
8440,1:'Solo Da̱os',1:Solo Da̱os,,0.923
8441,2:'Con Heridos',1:Solo Da̱os,+,0.674
8442,1:'Solo Da̱os',1:Solo Da̱os,,0.872
8443,2:'Con Heridos',2:Con Heridos,,0.919
8444,1:'Solo Da̱os',2:Con Heridos,+,0.694
8445,1:'Solo Da̱os',1:Solo Da̱os,,0.917
8446,1:'Solo Da̱os',1:Solo Da̱os,,0.952
8447,1:'Solo Da̱os',1:Solo Da̱os,,0.816
8448,2:'Con Heridos',1:Solo Da̱os,+,0.503
8449,1:'Solo Da̱os',1:Solo Da̱os,,0.94
8450,2:'Con Heridos',1:Solo Da̱os,+,0.78
8451,2:'Con Heridos',2:Con Heridos,,0.704
